file,category_count,match_lines,categories,samples
components/home/HomepageHero.tsx,17,54,Tailwind arbitrary [...](5); rem/em literal(2); % literal(3); vh/vw(3); z-index numeric(2); Tailwind duration/delay(1); transition*(5); text-* size(1); padding/margin *(2); gap/space-*(2); w-/h-*(7); max/min w/h(4); rounded-*(2); shadow*(2); style object key(11); motion props(1); GSAP/anim duration(1),"L67:className=""relative min-h-[min(78vh,44rem)] w-full overflow-hidden bg-inverse pt-20 md:min-h-[85vh] md:pt-24"" | L72:className=""absolute inset-0 h-[115%] w-full -top-[7%] origin-center"" | L67:className=""relative min-h-[min(78vh,44rem)] w-full overflow-hidden bg-inverse pt-20 md:min-h-[85vh] md:pt-24"" | L92:<div className=""home-hero__layout relative z-10 min-h-[calc(78vh-5rem)] py-10 md:py-16 lg:py-20"">"
components/home/ProcessSection.tsx,12,54,Tailwind arbitrary [...](6); rem/em literal(3); transition*(2); text-* size(8); padding/margin *(11); gap/space-*(4); rounded-*(1); font-weight(7); tracking/leading(7); style object key(2); motion props(2); GSAP/anim duration(1),"L22:<span className=""text-[var(--color-accent)] italic""> | L34:className=""inline-flex shrink-0 items-center gap-2 whitespace-nowrap rounded-full border border-[var(--color-accent)] px | L52:<span className=""mb-4 block text-[2.75rem] font-thin leading-none tracking-tight text-[var(--color-accent)] opacity-60""> | L61:<span className=""rounded border border-[color-mix(in_srgb,var(--color-accent)_30%,transparent)] px-2.5 py-1 text-[0.65re"
features/site-assistant/UnifiedAssistant.tsx,12,54,Tailwind arbitrary [...](1); rem/em literal(1); animate-*(2); text-* size(11); padding/margin *(7); gap/space-*(7); w-/h-*(15); max/min w/h(1); rounded-*(1); Tailwind palette color(3); font-weight(4); tracking/leading(1),"L543:<span className=""hidden xl:inline text-xs font-semibold uppercase tracking-[0.14em]""> | L543:<span className=""hidden xl:inline text-xs font-semibold uppercase tracking-[0.14em]""> | L725:<Loader2 className=""h-4 w-4 animate-spin"" /> | L949:{aiLoading ? <Loader2 className=""h-4 w-4 animate-spin"" /> : <Send className=""h-4 w-4"" />}"
app/(site)/about/page.tsx,10,53,Tailwind arbitrary [...](10); Npx literal(3); rem/em literal(3); vh/vw(4); text-* size(6); padding/margin *(14); gap/space-*(6); w-/h-*(2); max/min w/h(2); style object key(3),"L29:<div className=""grid min-h-[42rem] lg:grid-cols-[0.95fr_1.05fr]""> | L35:<h1 className=""home-heading !text-[clamp(2.4rem,5vw,4.4rem)]""> | L58:sizes=""(max-width: 768px) 100vw, 54vw"" | L67:sizes=""(max-width: 768px) 50vw, 18vw"""
app/(site)/solutions/page.tsx,14,53,Tailwind arbitrary [...](13); Npx literal(1); rem/em literal(4); vh/vw(2); Tailwind duration/delay(1); transition*(3); text-* size(8); padding/margin *(8); gap/space-*(3); w-/h-*(2); max/min w/h(2); font-weight(4); tracking/leading(1); style object key(1),"L43:<section className=""border-b border-soft bg-page pb-12 pt-[calc(4rem+3rem)] md:pb-16 md:pt-[calc(4rem+4rem)]""> | L45:<h1 className=""home-heading max-w-4xl !text-[clamp(2.25rem,4vw,3.25rem)]""> | L58:sizes=""(max-width: 1024px) 100vw, 50vw"" | L43:<section className=""border-b border-soft bg-page pb-12 pt-[calc(4rem+3rem)] md:pb-16 md:pt-[calc(4rem+4rem)]"">"
features/site-assistant/AdvancedBot.tsx,16,53,Tailwind arbitrary [...](2); rem/em literal(2); vh/vw(1); z-index numeric(2); transition*(4); text-* size(4); padding/margin *(3); gap/space-*(10); w-/h-*(8); rounded-*(2); shadow*(1); Tailwind palette color(1); font-weight(3); tracking/leading(3); style object key(3); motion props(4),"L224:className=""assistant-sheet fixed bottom-32 right-3 z-40 w-[min(22rem,calc(100vw-1.5rem))] sm:bottom-40 sm:w-80"" | L395:<pre className=""assistant-result-body whitespace-pre-wrap text-[0.625rem] text-body""> | L224:className=""assistant-sheet fixed bottom-32 right-3 z-40 w-[min(22rem,calc(100vw-1.5rem))] sm:bottom-40 sm:w-80"" | L395:<pre className=""assistant-result-body whitespace-pre-wrap text-[0.625rem] text-body"">"
app/(site)/quote-cart/page.tsx,6,52,Tailwind arbitrary [...](2); padding/margin *(19); gap/space-*(9); w-/h-*(10); max/min w/h(4); rounded-*(8),"L100:<div className=""grid gap-6 lg:grid-cols-[1fr_20rem]""> | L105:className=""grid grid-cols-[5.5rem_1fr] gap-4 rounded-2xl border border-soft bg-panel p-4 sm:grid-cols-[7rem_1fr]"" | L50:<HomeSection variant=""soft"" spacing=""md"" className=""pb-14""> | L52:<header className=""mb-8 flex flex-wrap items-end justify-between gap-4"">"
components/site/MobileNavDrawer.tsx,13,52,Tailwind arbitrary [...](2); vh/vw(1); z-index numeric(2); Tailwind duration/delay(1); animate-*(1); transition*(1); text-* size(6); padding/margin *(14); gap/space-*(7); w-/h-*(6); max/min w/h(3); rounded-*(7); font-weight(1),"L215:<Drawer.Overlay className=""fixed inset-0 z-[60] bg-black/80 backdrop-blur-sm"" /> | L228:className=""fixed inset-y-0 right-0 z-[70] flex w-[92vw] max-w-md flex-col overflow-y-auto bg-panel text-strong focus:out | L228:className=""fixed inset-y-0 right-0 z-[70] flex w-[92vw] max-w-md flex-col overflow-y-auto bg-panel text-strong focus:out | L215:<Drawer.Overlay className=""fixed inset-0 z-[60] bg-black/80 backdrop-blur-sm"" />"
tech-stack-generator/src/pages/Database.tsx,7,51,hex color(3); text-* size(14); padding/margin *(22); gap/space-*(3); w-/h-*(1); max/min w/h(1); font-weight(7),"L94:style RLS fill:var(--color-dark-midnight-blue-750),stroke:#22c55e | L95:style Pass fill:var(--color-dark-midnight-blue-750),stroke:#22c55e | L123:<h2 className=""text-xl font-bold text-docs-text-strong mb-2"">Schema Overview</h2> | L124:<p className=""text-sm text-docs-text-muted mb-4"">"
components/home/Hero.tsx,17,50,inline style={{ }}(1); Tailwind arbitrary [...](2); rem/em literal(4); % literal(2); vh/vw(4); z-index numeric(2); Tailwind duration/delay(1); transition*(4); text-* size(1); padding/margin *(4); gap/space-*(2); w-/h-*(8); max/min w/h(5); font-weight(1); tracking/leading(1); style object key(7); GSAP/anim duration(1),"L98:style={{ y: yParallax, opacity: opacityFade }} | L99:className=""absolute inset-0 w-full h-[130%] -top-[15%]"" | L108:className=""w-full h-full object-cover scale-105 transition-opacity duration-1000 opacity-0 data-[ready=true]:opacity-100 | L80:if (isSmall) return ""h-[54vh] min-h-[26.25rem]"";"
tech-stack-generator/src/pages/CodeOrganization.tsx,10,47,text-* size(8); padding/margin *(15); gap/space-*(3); w-/h-*(1); max/min w/h(1); rounded-*(1); Tailwind palette color(2); font-weight(5); tracking/leading(1); style object key(10),"L130:<h2 className=""text-xl font-bold text-docs-text-strong mb-4"">Top-Level Directories</h2> | L140:<code className=""text-sm font-mono text-brand-400 font-semibold"">{dir.name}</code> | L120:<div className=""max-w-5xl mx-auto px-6 py-10""> | L121:<header className=""mb-8"">"
features/planner/ui/PlannerSkeleton.tsx,9,45,inline style={{ }}(1); Tailwind arbitrary [...](4); rem/em literal(2); % literal(6); padding/margin *(1); gap/space-*(4); w-/h-*(17); rounded-*(6); style object key(4),"L29:style={{ | L11:<div className=""w-12 shrink-0 gap-2 border-r border-[color:var(--border-soft)] bg-[color:var(--surface-page)]""> | L18:<div className=""h-12 gap-3 border-b border-[color:var(--border-soft)] px-4""> | L30:backgroundImage: ""radial-gradient(circle, var(--text-muted) 0.0625rem, transparent 0.0625rem)"","
features/planner/admin/svg-editor/AdminSvgEditorEditView.tsx,4,44,inline style={{ }}(13); hex color(7); Npx literal(12); style object key(12),"L336:<section aria-label=""Asset Hub"" className=""admin-page__section"" style={{ padding: ""16px"", backgroundColor: ""#f9fafb"", bo | L339:<div style={{ display: ""flex"", gap: ""24px"", marginTop: ""16px"" }}> | L336:<section aria-label=""Asset Hub"" className=""admin-page__section"" style={{ padding: ""16px"", backgroundColor: ""#f9fafb"", bo | L340:<div style={{ flex: 1, padding: ""16px"", backgroundColor: ""white"", borderRadius: ""8px"", border: ""1px solid #e5e7eb"" }}>"
app/(site)/sustainability/page.tsx,11,43,Tailwind arbitrary [...](7); Npx literal(1); rem/em literal(3); vh/vw(2); text-* size(5); padding/margin *(14); gap/space-*(3); w-/h-*(2); max/min w/h(2); font-weight(2); style object key(2),"L15:<section className=""grid pt-16 lg:min-h-[42rem] lg:grid-cols-[0.85fr_1.15fr]""> | L18:<h1 className=""home-heading !text-[clamp(2.25rem,4vw,3.25rem)]""> | L35:sizes=""(max-width: 1024px) 100vw, 50vw"" | L15:<section className=""grid pt-16 lg:min-h-[42rem] lg:grid-cols-[0.85fr_1.15fr]"">"
components/home/FeaturedCarousel.tsx,12,42,Tailwind arbitrary [...](3); Npx literal(1); vh/vw(1); Tailwind duration/delay(1); transition*(4); padding/margin *(9); gap/space-*(4); w-/h-*(10); max/min w/h(1); rounded-*(6); tracking/leading(1); style object key(1),"L110:<div key={product.id} className=""min-w-0 flex-[0_0_100%] pr-4 md:flex-[0_0_50%] md:pr-6""> | L115:<div className=""relative aspect-[3/4] overflow-hidden""> | L120:sizes=""(max-width: 768px) 100vw, 50vw"" | L120:sizes=""(max-width: 768px) 100vw, 50vw"""
components/Reviews.tsx,8,42,Tailwind arbitrary [...](7); rem/em literal(1); text-* size(8); padding/margin *(11); gap/space-*(7); w-/h-*(3); font-weight(3); tracking/leading(2),"L61:<div className=""grid gap-0 lg:grid-cols-[minmax(0,0.85fr)_minmax(22rem,0.9fr)]""> | L62:<div className=""border-b border-[var(--border-soft)] p-6 sm:p-8 lg:border-b-0 lg:border-r""> | L61:<div className=""grid gap-0 lg:grid-cols-[minmax(0,0.85fr)_minmax(22rem,0.9fr)]""> | L84:: ""text-[var(--border-soft)] fill-transparent"","
tech-stack-generator/src/components/CommandPalette.tsx,12,42,Tailwind arbitrary [...](2); vh/vw(1); z-index numeric(1); transition*(6); text-* size(6); padding/margin *(13); gap/space-*(4); w-/h-*(2); max/min w/h(1); rounded-*(3); shadow*(1); font-weight(2),"L41:<div className=""fixed inset-0 z-[100] flex items-start justify-center pt-20 px-4 sm:px-6""> | L47:<div className=""relative w-full max-w-2xl bg-docs-surface-raised border border-docs-border rounded-2xl shadow-2xl overfl | L47:<div className=""relative w-full max-w-2xl bg-docs-surface-raised border border-docs-border rounded-2xl shadow-2xl overfl | L41:<div className=""fixed inset-0 z-[100] flex items-start justify-center pt-20 px-4 sm:px-6"">"
tech-stack-generator/src/components/GeneratedDataTables.tsx,6,42,text-* size(9); padding/margin *(15); rounded-*(3); Tailwind palette color(4); font-weight(8); tracking/leading(3),"L21:<table className=""w-full text-left text-sm""> | L22:<thead className=""bg-docs-surface/80 text-xs uppercase tracking-wide text-docs-text-subtle""> | L24:<th className=""px-4 py-3 font-medium"">Method</th> | L25:<th className=""px-4 py-3 font-medium"">Path</th>"
components/ui/HotspotImage.tsx,18,41,inline style={{ }}(2); Tailwind arbitrary [...](1); Npx literal(1); rem/em literal(1); vh/vw(1); z-index numeric(2); Tailwind duration/delay(2); animate-*(1); transition*(4); text-* size(3); padding/margin *(3); w-/h-*(5); rounded-*(2); shadow*(1); font-weight(3); tracking/leading(2); style object key(4); motion props(3),"L29:style={{ contentVisibility: ""auto"", containIntrinsicSize: ""auto 600px"" }} | L45:style={{ top: `${hotspot.y}%`, left: `${hotspot.x}%` }} | L28:className=""relative w-full h-[24rem] md:h-[37.5rem] overflow-hidden bg-soft group"" | L29:style={{ contentVisibility: ""auto"", containIntrinsicSize: ""auto 600px"" }}"
features/planner/landing/PlannerFeaturesHubPage.tsx,13,41,inline style={{ }}(1); Tailwind arbitrary [...](1); Npx literal(2); vh/vw(1); transition*(3); text-* size(2); padding/margin *(10); gap/space-*(4); w-/h-*(4); max/min w/h(1); style object key(6); motion props(4); GSAP/anim duration(2),"L43:<div className=""home-shell-xl"" style={{ zIndex: Z.canvasOverlay }}> | L139:<p className=""typ-eyebrow text-[color:var(--color-bronze-500)]""> | L98:viewport={{ once: true, margin: ""-80px"" }} | L155:viewport={{ once: true, margin: ""-60px"" }}"
components/site/SiteErrorBoundary.tsx,11,39,Tailwind arbitrary [...](3); transition*(2); text-* size(5); padding/margin *(8); gap/space-*(1); w-/h-*(5); max/min w/h(1); rounded-*(7); shadow*(2); font-weight(3); tracking/leading(2),"L54:<div className=""min-h-screen flex items-center justify-center bg-gradient-to-br from-[var(--color-ocean-boat-blue-900)]  | L94:className=""inline-flex items-center justify-center rounded-xl bg-white px-5 py-3 text-sm font-semibold text-[var(--color | L94:className=""inline-flex items-center justify-center rounded-xl bg-white px-5 py-3 text-sm font-semibold text-[var(--color | L100:className=""inline-flex items-center justify-center rounded-xl bg-white/10 px-5 py-3 text-sm font-semibold text-white/90 "
features/planner/_archive/fabric/editor/PlannerWorkspaceLayout.tsx,17,39,inline style={{ }}(2); Tailwind arbitrary [...](4); Npx literal(1); rem/em literal(1); Tailwind duration/delay(1); animate-*(2); transition*(2); text-* size(2); padding/margin *(2); gap/space-*(1); w-/h-*(7); max/min w/h(5); rounded-*(2); shadow*(1); Tailwind palette color(1); font-weight(2); style object key(3),"L56:style={{ zIndex: Z.toast }} | L82:style={{ | L70:className=""bg-white/20 hover:bg-white/30 rounded px-2.5 py-0.5 text-[0.625rem] uppercase font-bold transition-all border | L100:<div className=""lg:col-start-1 lg:row-start-2 lg:flex lg:w-[var(--pw-rail-w)] lg:min-w-0 lg:overflow-hidden"">"
features/planner/admin/AdminFeatureFlagsPageView.tsx,12,39,animate-*(2); transition*(2); text-* size(9); padding/margin *(7); gap/space-*(5); w-/h-*(3); max/min w/h(1); rounded-*(4); shadow*(1); Tailwind palette color(1); font-weight(3); tracking/leading(1),"L95:{loading ? <Loader2 size={14} className=""animate-spin"" aria-hidden /> : <RefreshCw size={14} aria-hidden />} | L108:<Loader2 size={16} className=""animate-spin"" aria-hidden /> | L133:className={`inline-flex h-7 w-12 shrink-0 rounded-full transition-colors ${ enabled ? ""bg-primary"" : ""bg-soft"" } ${busy  | L138:className={`h-5 w-5 transform rounded-full shadow transition-transform ${ enabled ? ""translate-x-6"" : ""translate-x-1"" }`"
features/planner/portal/PortalPageView.tsx,10,38,Tailwind arbitrary [...](1); rem/em literal(1); text-* size(3); padding/margin *(20); gap/space-*(6); w-/h-*(2); max/min w/h(2); rounded-*(1); font-weight(1); tracking/leading(1),"L80:<span className=""rounded-full border border-soft px-2.5 py-1 text-[0.6875rem] font-semibold uppercase tracking-[0.12em]  | L80:<span className=""rounded-full border border-soft px-2.5 py-1 text-[0.6875rem] font-semibold uppercase tracking-[0.12em]  | L43:<section className=""shell-portal-panel-soft mt-6 p-6 text-sm text-muted""> | L80:<span className=""rounded-full border border-soft px-2.5 py-1 text-[0.6875rem] font-semibold uppercase tracking-[0.12em] "
features/planner/admin/AdminSettingsPageView.tsx,7,36,text-* size(12); padding/margin *(10); gap/space-*(5); rounded-*(3); Tailwind palette color(1); font-weight(4); tracking/leading(1),"L40:<h2 className=""text-sm font-semibold text-strong"">Feature flag defaults</h2> | L41:<p className=""mt-1 text-xs text-muted""> | L41:<p className=""mt-1 text-xs text-muted""> | L47:<div key={group.group} className=""px-4 py-3"">"
features/planner/_archive/fabric/editor/PlannerTopBar.tsx,13,34,Tailwind arbitrary [...](4); rem/em literal(2); animate-*(1); transition*(1); text-* size(2); padding/margin *(3); gap/space-*(3); w-/h-*(6); max/min w/h(4); rounded-*(3); Tailwind palette color(2); font-weight(2); tracking/leading(1),"L82:<header className=""pw-topbar h-12 min-h-12 md:h-auto md:min-h-[var(--pw-topbar-h)]"" aria-label=""Planner workspace""> | L94:<p className=""truncate max-w-[8.75rem] text-sm font-medium"">{planName.trim() || ""Workspace Planner""}</p> | L94:<p className=""truncate max-w-[8.75rem] text-sm font-medium"">{planName.trim() || ""Workspace Planner""}</p> | L163:<span className=""inline-flex gap-1.5 rounded-full border border-amber-500/30 bg-amber-500/10 px-2.5 py-1 typ-caption fon"
features/shared/auth/components/AuthShell.tsx,12,33,Tailwind arbitrary [...](3); rem/em literal(1); text-* size(1); padding/margin *(7); gap/space-*(4); w-/h-*(1); rounded-*(3); shadow*(1); Tailwind palette color(4); font-weight(3); tracking/leading(2); style object key(3),"L42:<span className=""absolute inset-0 rounded-md border border-[color:var(--color-blueprint)]"" /> | L43:<span className=""absolute inset-[0.3125rem] rotate-45 border border-[color:var(--color-blueprint)]"" /> | L43:<span className=""absolute inset-[0.3125rem] rotate-45 border border-[color:var(--color-blueprint)]"" /> | L68:<h1 className=""text-2xl font-semibold tracking-tight text-heading dark:text-gray-100"">"
app/(site)/service/page.tsx,7,32,Tailwind arbitrary [...](1); Tailwind duration/delay(3); transition*(3); padding/margin *(13); gap/space-*(4); rounded-*(5); shadow*(3),"L49:<div className=""grid grid-cols-1 gap-8 lg:grid-cols-[1fr_1fr]""> | L63:className=""scheme-panel scheme-border block rounded-2xl border px-5 py-4 transition-all duration-300 hover:-translate-y- | L77:className=""scheme-panel scheme-border block rounded-2xl border px-5 py-4 transition-all duration-300 hover:-translate-y- | L63:className=""scheme-panel scheme-border block rounded-2xl border px-5 py-4 transition-all duration-300 hover:-translate-y-"
features/shared/shell/GlobalNavHeader.tsx,13,31,inline style={{ }}(4); Tailwind arbitrary [...](3); rem/em literal(3); z-index numeric(1); transition*(2); text-* size(3); padding/margin *(2); gap/space-*(3); w-/h-*(2); rounded-*(2); font-weight(2); tracking/leading(2); style object key(2),"L24:style={{ | L36:style={{ | L40:<span className=""text-[0.625rem] font-bold tracking-tight text-white""> | L45:className=""hidden text-[0.9375rem] font-semibold tracking-tight sm:inline"""
app/(site)/products/[category]/loading.tsx,9,30,Tailwind arbitrary [...](1); rem/em literal(1); vh/vw(1); animate-*(8); padding/margin *(4); gap/space-*(3); w-/h-*(8); max/min w/h(1); rounded-*(3),"L4:<div className=""h-[50vh] min-h-[25rem] w-full animate-pulse bg-hover"" /> | L4:<div className=""h-[50vh] min-h-[25rem] w-full animate-pulse bg-hover"" /> | L4:<div className=""h-[50vh] min-h-[25rem] w-full animate-pulse bg-hover"" /> | L4:<div className=""h-[50vh] min-h-[25rem] w-full animate-pulse bg-hover"" />"
components/home/Collections.tsx,11,30,Tailwind arbitrary [...](1); Npx literal(1); rem/em literal(1); vh/vw(1); Tailwind duration/delay(4); transition*(4); padding/margin *(4); gap/space-*(5); w-/h-*(6); rounded-*(2); style object key(1),"L100:<ArrowRight className=""h-[1.125rem] w-[1.125rem]"" /> | L93:sizes=""(max-width: 768px) 100vw, (max-width: 1280px) 50vw, 25vw"" | L100:<ArrowRight className=""h-[1.125rem] w-[1.125rem]"" /> | L93:sizes=""(max-width: 768px) 100vw, (max-width: 1280px) 50vw, 25vw"""
features/planner/admin/AdminCatalogEditorDrawer.tsx,6,30,animate-*(1); text-* size(10); padding/margin *(5); gap/space-*(12); rounded-*(1); font-weight(1),"L454:{saving ? <Loader2 size={14} className=""animate-spin"" /> : <Save size={14} />} | L26:return <span className=""text-xs text-soft"">Valid JSON.</span>; | L30:<span className=""text-xs text-danger"" role=""alert""> | L258:<div className=""rounded-lg border border-soft bg-panel p-3"">"
components/career/CareerPageView.tsx,5,29,padding/margin *(14); gap/space-*(5); w-/h-*(4); max/min w/h(3); rounded-*(3),"L27:<div className=""mb-12 max-w-4xl space-y-5""> | L37:<article key={pillar.title} className=""scheme-panel scheme-border rounded-2xl border p-6""> | L27:<div className=""mb-12 max-w-4xl space-y-5""> | L33:<div className=""grid grid-cols-1 gap-5 md:grid-cols-3"">"
components/ui/WhatsAppCTA.tsx,10,29,rem/em literal(1); vh/vw(1); transition*(2); padding/margin *(1); w-/h-*(6); max/min w/h(2); rounded-*(2); style object key(5); motion props(7); GSAP/anim duration(2),"L88:className={`quick-contact-panel ${panelAnchor} w-[19rem] max-w-[calc(100vw-1rem)]`} | L88:className={`quick-contact-panel ${panelAnchor} w-[19rem] max-w-[calc(100vw-1rem)]`} | L73:transition={{ delay: 0.8, duration: 0.25 }} | L87:transition={{ duration: 0.18 }}"
features/planner/_archive/fabric/editor/OnboardingTooltips.tsx,12,29,inline style={{ }}(2); Npx literal(1); rem/em literal(3); % literal(3); text-* size(3); padding/margin *(3); gap/space-*(3); w-/h-*(1); rounded-*(3); shadow*(1); font-weight(1); style object key(5),"L86:<div className=""onboarding-tooltips pointer-events-none"" style={{ zIndex: Z.tooltip }}> | L89:style={{ | L24:position: { top: ""0.75rem"", right: ""60px"" }, | L16:position: { top: ""50%"", left: ""16.25rem"" },"
features/planner/shared/components/Inspector.tsx,7,29,Tailwind arbitrary [...](1); transition*(1); text-* size(9); padding/margin *(6); gap/space-*(5); w-/h-*(2); font-weight(5),"L39:<div className=""grid grid-cols-[max-content_1fr] gap-x-4 gap-y-3""> | L85:className={`h-7 rounded border border-soft px-2 py-1 text-xs tabular-nums text-heading transition-colors focus:border-ac | L24:<div className={`text-sm text-muted ${className}`}> | L34:<h2 className=""text-base font-semibold text-heading"">{selectedItem.name}</h2>"
app/(site)/privacy/page.tsx,8,28,Tailwind arbitrary [...](1); transition*(1); text-* size(1); padding/margin *(12); gap/space-*(8); rounded-*(3); font-weight(1); tracking/leading(1),"L85:<div className=""grid gap-6 lg:grid-cols-[0.92fr_1.08fr]""> | L194:className=""font-semibold text-primary transition-colors hover:text-primary-hover"" | L97:<ul className=""text-inverse-body mt-4 space-y-3 text-sm leading-7""> | L86:<aside className=""scheme-panel-dark scheme-border rounded-2xl border p-7 md:p-9"">"
app/(site)/downloads/page.tsx,6,27,Tailwind arbitrary [...](1); padding/margin *(14); gap/space-*(5); w-/h-*(2); max/min w/h(1); rounded-*(4),"L45:<div className=""mt-10 grid grid-cols-1 gap-5 lg:grid-cols-[1.15fr_0.85fr]""> | L30:className=""mb-10"" | L35:<article key={item.title} className=""scheme-panel-soft scheme-border rounded-2xl border p-6""> | L33:<div className=""grid grid-cols-1 gap-5 md:grid-cols-3"">"
app/(site)/trusted-by/page.tsx,6,27,Tailwind arbitrary [...](2); padding/margin *(11); gap/space-*(5); w-/h-*(3); max/min w/h(3); rounded-*(3),"L27:<div className=""grid grid-cols-1 gap-8 lg:grid-cols-[1.05fr_0.95fr]""> | L58:<div className=""scheme-panel-dark scheme-border grid gap-8 rounded-2xl border p-8 md:p-10 lg:grid-cols-[0.9fr_1.1fr]""> | L29:<p className=""typ-label text-body mb-4"">{TRUSTED_BY_PAGE_COPY.overviewKicker}</p> | L33:<p className=""page-copy text-body mt-5 max-w-2xl"">"
features/planner/onboarding/StartingPointStep.tsx,13,27,Tailwind arbitrary [...](5); Npx literal(1); rem/em literal(1); Tailwind duration/delay(1); animate-*(1); text-* size(4); padding/margin *(2); gap/space-*(3); w-/h-*(2); max/min w/h(1); font-weight(1); tracking/leading(1); style object key(4),"L27:<div className=""pb-[calc(1rem+env(safe-area-inset-bottom,0px))] pt-[calc(1rem+env(safe-area-inset-top,0px))] sm:p-8 anim | L30:<h1 className=""typ-h2 text-[color:var(--text-strong)]"">Let's get started</h1> | L27:<div className=""pb-[calc(1rem+env(safe-area-inset-bottom,0px))] pt-[calc(1rem+env(safe-area-inset-top,0px))] sm:p-8 anim | L27:<div className=""pb-[calc(1rem+env(safe-area-inset-bottom,0px))] pt-[calc(1rem+env(safe-area-inset-top,0px))] sm:p-8 anim"
tech-stack-generator/src/pages/Testing.tsx,8,27,text-* size(6); padding/margin *(10); gap/space-*(3); w-/h-*(1); max/min w/h(1); Tailwind palette color(2); font-weight(3); tracking/leading(1),"L36:<h2 className=""text-xl font-bold text-docs-text-strong mb-4"">Test Commands</h2> | L41:<code className=""text-brand-400 text-xs font-mono"">{cmd}</code> | L8:<div className=""max-w-5xl mx-auto px-6 py-10""> | L9:<header className=""mb-8"">"
app/(site)/products/loading.tsx,8,26,Tailwind arbitrary [...](5); animate-*(4); padding/margin *(5); gap/space-*(1); w-/h-*(4); max/min w/h(1); rounded-*(1); style object key(5),"L4:<div className=""mb-8 h-8 w-48 animate-pulse rounded bg-[color:var(--surface-hover)]"" /> | L7:<div key={i} className=""rounded-lg border border-[color:var(--border-muted)] p-4""> | L4:<div className=""mb-8 h-8 w-48 animate-pulse rounded bg-[color:var(--surface-hover)]"" /> | L8:<div className=""mb-4 aspect-[4/3] animate-pulse rounded bg-[color:var(--surface-hover)]"" />"
components/home/CollaborationSection.tsx,14,26,Tailwind arbitrary [...](3); Npx literal(1); rem/em literal(1); % literal(2); vh/vw(1); transition*(1); text-* size(1); padding/margin *(6); gap/space-*(1); w-/h-*(4); max/min w/h(1); font-weight(1); tracking/leading(2); style object key(1),"L9:<div className=""flex flex-col lg:flex-row min-h-[32.5rem]""> | L12:<div className=""relative w-full lg:w-[55%] aspect-[16/10] lg:aspect-auto overflow-hidden bg-soft""> | L17:sizes=""(max-width: 1024px) 100vw, 55vw"" | L9:<div className=""flex flex-col lg:flex-row min-h-[32.5rem]"">"
components/products/CompareDock.tsx,11,26,Tailwind arbitrary [...](1); rem/em literal(1); % literal(1); z-index numeric(1); text-* size(1); padding/margin *(3); gap/space-*(4); w-/h-*(6); max/min w/h(4); rounded-*(3); shadow*(1),"L26:<div className=""scheme-panel scheme-border fixed bottom-4 left-1/2 z-40 w-[calc(100%-1rem)] max-w-3xl -translate-x-1/2 r | L26:<div className=""scheme-panel scheme-border fixed bottom-4 left-1/2 z-40 w-[calc(100%-1rem)] max-w-3xl -translate-x-1/2 r | L26:<div className=""scheme-panel scheme-border fixed bottom-4 left-1/2 z-40 w-[calc(100%-1rem)] max-w-3xl -translate-x-1/2 r | L26:<div className=""scheme-panel scheme-border fixed bottom-4 left-1/2 z-40 w-[calc(100%-1rem)] max-w-3xl -translate-x-1/2 r"
features/planner/landing/PlannerToolsShowcase.tsx,11,26,Tailwind arbitrary [...](2); rem/em literal(1); transition*(3); text-* size(1); padding/margin *(4); gap/space-*(5); w-/h-*(3); shadow*(2); style object key(3); motion props(1); GSAP/anim duration(1),"L98:<div className=""home-tools-panel grid gap-8 md:gap-10 lg:grid-cols-[minmax(0,0.92fr)_minmax(18.75rem,1.08fr)] lg:gap-12"" | L107:<Sparkles className=""h-4 w-4 shrink-0 text-[var(--color-accent)]"" aria-hidden=""true"" /> | L98:<div className=""home-tools-panel grid gap-8 md:gap-10 lg:grid-cols-[minmax(0,0.92fr)_minmax(18.75rem,1.08fr)] lg:gap-12"" | L20:transition: { duration: MOTION_TOKENS.fast, ease: MOTION_EASE },"
lib/ui/Tooltip.tsx,12,26,inline style={{ }}(2); Tailwind arbitrary [...](1); rem/em literal(1); z-index numeric(1); text-* size(2); padding/margin *(6); w-/h-*(2); rounded-*(2); shadow*(1); font-weight(1); tracking/leading(1); style object key(6),"L69:style={{ | L95:style={{ | L94:className=""inline-flex items-center justify-center w-4 h-4 rounded-full text-[0.625rem] font-bold leading-none border"" | L94:className=""inline-flex items-center justify-center w-4 h-4 rounded-full text-[0.625rem] font-bold leading-none border"""
app/(site)/projects/page.tsx,11,25,Tailwind arbitrary [...](1); rem/em literal(1); vh/vw(1); text-* size(1); padding/margin *(10); gap/space-*(5); w-/h-*(1); max/min w/h(1); rounded-*(2); font-weight(1); tracking/leading(1),"L30:className=""h-[34vh] min-h-[16.5rem] md:h-[37vh] md:min-h-[18.5rem]"" | L30:className=""h-[34vh] min-h-[16.5rem] md:h-[37vh] md:min-h-[18.5rem]"" | L30:className=""h-[34vh] min-h-[16.5rem] md:h-[37vh] md:min-h-[18.5rem]"" | L55:className=""text-muted -mt-10 mb-16 text-center text-xs font-medium tracking-wide"""
